Duration Used (days),Total Usage (minutes),Reason for Quitting,Cost Offered (rupees),Accepted Offer
183,10553,Not Useful,700,TRUE
85,7016,Unhappy,800,TRUE
106,4225,Unhappy,900,FALSE
71,5788,Expensive,800,FALSE
47,1054,Expensive,900,FALSE
84,7825,Others,600,TRUE
70,2896,Expensive,700,FALSE
81,5736,Unhappy,900,FALSE
236,19419,Unhappy,800,FALSE
342,31728,Expensive,500,TRUE
7,234,Unhappy,800,TRUE
348,23057,Expensive,500,TRUE
172,4068,Others,600,TRUE
324,32387,Expensive,500,TRUE
157,10291,Expensive,500,TRUE
177,5739,Others,800,TRUE
359,20861,Expensive,800,TRUE
234,7327,Others,500,TRUE
110,6639,Unhappy,500,FALSE
241,17484,Unhappy,600,TRUE
63,3496,Expensive,800,TRUE
215,18461,Unhappy,500,TRUE
131,6856,Expensive,600,TRUE
54,3303,Not Useful,500,TRUE
322,20318,Unhappy,800,TRUE
125,2907,Expensive,500,TRUE
261,23049,Not Useful,800,FALSE
81,6231,Others,600,TRUE
31,2697,Not Useful,800,TRUE
99,8991,Not Useful,900,FALSE
256,19273,Unhappy,800,TRUE
213,14500,Not Useful,700,TRUE
69,1885,Expensive,800,TRUE
305,12668,Expensive,800,TRUE
47,3966,Unhappy,500,FALSE
67,2735,Expensive,600,TRUE
137,4198,Unhappy,500,TRUE
77,4273,Expensive,700,TRUE
125,5537,Not Useful,500,TRUE
287,18228,Unhappy,500,TRUE
86,6022,Others,600,FALSE
99,7449,Not Useful,700,TRUE
240,19904,Not Useful,600,TRUE
317,11717,Expensive,500,TRUE
213,10519,Others,600,FALSE
268,9128,Others,600,FALSE
166,11085,Expensive,800,FALSE
240,9868,Others,500,TRUE
363,8452,Unhappy,500,TRUE
328,14823,Unhappy,700,TRUE
11,1070,Not Useful,700,FALSE
188,7519,Unhappy,700,TRUE
207,18662,Others,800,TRUE
133,5001,Others,700,FALSE
122,6188,Unhappy,700,FALSE
14,673,Expensive,800,FALSE
231,12196,Not Useful,700,TRUE
350,21228,Expensive,600,TRUE
231,6138,Unhappy,500,TRUE
282,9032,Others,800,TRUE
341,17997,Expensive,800,FALSE
44,1499,Unhappy,600,TRUE
74,2782,Expensive,700,TRUE
18,1528,Expensive,600,TRUE
186,3893,Expensive,700,FALSE
167,11437,Unhappy,800,TRUE
182,6913,Others,500,TRUE
35,911,Not Useful,600,TRUE
90,5560,Unhappy,600,TRUE
361,15864,Not Useful,900,FALSE
349,26574,Expensive,600,TRUE
242,22001,Expensive,600,TRUE
33,690,Not Useful,900,TRUE
317,14249,Unhappy,900,TRUE
1,96,Others,600,TRUE
218,17412,Unhappy,800,TRUE
67,3016,Not Useful,700,FALSE
260,21423,Expensive,900,FALSE
172,4059,Others,900,TRUE
275,27165,Expensive,600,FALSE
205,8767,Expensive,600,TRUE
254,10932,Expensive,600,FALSE
91,7487,Expensive,500,FALSE
29,1063,Expensive,700,TRUE
210,18956,Expensive,500,TRUE
1,82,Others,700,TRUE
15,614,Unhappy,600,TRUE
32,2418,Expensive,600,TRUE
281,15801,Expensive,500,TRUE
14,1273,Not Useful,800,TRUE
14,935,Expensive,700,TRUE
124,9301,Expensive,700,TRUE
261,12569,Not Useful,600,FALSE
91,2530,Unhappy,600,TRUE
324,25481,Expensive,900,FALSE
247,12381,Not Useful,900,TRUE
305,6276,Expensive,900,TRUE
62,2004,Others,900,FALSE
331,14395,Not Useful,600,TRUE
71,4579,Unhappy,500,TRUE
67,4219,Expensive,900,FALSE
88,3478,Unhappy,500,TRUE
11,382,Unhappy,800,FALSE
131,5870,Expensive,500,FALSE
60,1973,Unhappy,800,TRUE
357,17694,Unhappy,900,TRUE
191,19065,Not Useful,900,FALSE
194,15671,Unhappy,700,FALSE
318,21378,Not Useful,700,TRUE
208,11014,Expensive,800,TRUE
87,4536,Not Useful,700,TRUE
103,3902,Expensive,800,TRUE
309,10063,Expensive,600,TRUE
89,6206,Unhappy,500,TRUE
359,27838,Unhappy,900,FALSE
339,17039,Expensive,600,TRUE
145,7748,Expensive,700,TRUE
217,7453,Unhappy,500,TRUE
62,2469,Expensive,900,FALSE
188,5009,Expensive,900,FALSE
18,1639,Expensive,800,FALSE
203,13976,Others,900,FALSE
234,21833,Expensive,600,TRUE
70,2562,Expensive,600,TRUE
336,17768,Expensive,800,TRUE
362,23242,Unhappy,500,FALSE
306,24227,Others,700,TRUE
153,13732,Unhappy,900,FALSE
197,16347,Not Useful,700,TRUE
361,23923,Expensive,800,TRUE
202,15961,Expensive,600,TRUE
177,11787,Expensive,900,FALSE
136,3205,Unhappy,700,TRUE
209,14710,Others,800,TRUE
16,1597,Unhappy,500,FALSE
32,911,Expensive,500,TRUE
149,6611,Unhappy,900,TRUE
239,14013,Unhappy,700,FALSE
62,5824,Not Useful,900,FALSE
169,15466,Expensive,700,TRUE
317,29613,Unhappy,500,TRUE
82,7614,Unhappy,800,FALSE
318,9101,Unhappy,600,TRUE
186,6439,Unhappy,700,TRUE
139,6778,Expensive,700,TRUE
242,20259,Unhappy,800,TRUE
104,10103,Expensive,800,FALSE
340,8017,Unhappy,800,FALSE
336,23104,Expensive,800,FALSE
365,8785,Unhappy,700,TRUE
286,10024,Expensive,500,TRUE
194,9655,Not Useful,900,FALSE
155,13526,Unhappy,900,FALSE
337,18577,Unhappy,500,TRUE
181,4097,Unhappy,800,TRUE
123,5473,Not Useful,700,TRUE
31,2196,Expensive,600,FALSE
274,12003,Others,900,TRUE
274,8189,Unhappy,600,TRUE
269,10484,Not Useful,800,TRUE
331,20074,Expensive,600,TRUE
26,2461,Not Useful,600,TRUE
229,5270,Not Useful,600,TRUE
52,1888,Unhappy,500,TRUE
110,2564,Expensive,800,TRUE
195,8703,Expensive,900,TRUE
240,18932,Others,600,TRUE
39,2066,Expensive,800,FALSE
286,21610,Expensive,600,TRUE
289,14660,Others,900,TRUE
233,21441,Expensive,700,TRUE
123,12090,Expensive,800,TRUE
184,10543,Others,500,TRUE
240,14260,Unhappy,700,FALSE
76,3553,Unhappy,700,TRUE
27,1113,Unhappy,600,TRUE
182,4098,Others,500,TRUE
125,5249,Expensive,500,TRUE
361,33271,Not Useful,800,FALSE
196,7464,Expensive,900,TRUE
125,6197,Not Useful,700,TRUE
141,11287,Expensive,900,FALSE
81,2773,Not Useful,600,TRUE
321,9996,Unhappy,800,TRUE
101,7235,Not Useful,600,TRUE
187,13790,Unhappy,800,FALSE
39,1977,Not Useful,700,TRUE
135,12415,Others,900,TRUE
32,1070,Expensive,700,FALSE
200,19091,Expensive,900,TRUE
147,7290,Expensive,800,FALSE
26,679,Not Useful,500,TRUE
185,17634,Unhappy,600,TRUE
198,8495,Not Useful,500,TRUE
260,22254,Not Useful,500,TRUE
110,9027,Unhappy,800,FALSE
161,4625,Unhappy,900,FALSE
73,4793,Expensive,800,FALSE
118,10696,Unhappy,700,TRUE
185,12546,Unhappy,700,TRUE
232,6894,Unhappy,500,TRUE
290,20708,Unhappy,700,TRUE
181,12440,Not Useful,800,TRUE
213,20485,Others,500,FALSE
306,10123,Expensive,900,TRUE
268,12586,Others,800,TRUE
48,4042,Expensive,500,TRUE
136,8864,Not Useful,800,TRUE
26,1090,Expensive,500,TRUE
142,10513,Expensive,900,FALSE
264,16336,Others,900,TRUE
142,6847,Not Useful,800,TRUE
321,11872,Expensive,600,TRUE
228,14996,Expensive,900,FALSE
311,25585,Expensive,500,FALSE
297,6031,Unhappy,600,TRUE
177,9718,Expensive,800,TRUE
253,16274,Expensive,500,TRUE
284,12148,Expensive,900,FALSE
59,3406,Not Useful,700,FALSE
325,9984,Expensive,700,TRUE
82,2349,Expensive,800,FALSE
249,24221,Expensive,900,TRUE
18,438,Expensive,900,FALSE
117,7805,Others,900,TRUE
229,6466,Expensive,600,FALSE
107,7956,Others,700,TRUE
141,7242,Expensive,600,TRUE
129,10587,Expensive,800,TRUE
40,1686,Unhappy,600,TRUE
36,3224,Unhappy,800,FALSE
331,10417,Others,500,TRUE
257,15507,Expensive,500,TRUE
252,22012,Expensive,500,FALSE
304,28811,Not Useful,700,TRUE
63,4281,Not Useful,900,FALSE
362,7399,Expensive,500,TRUE
219,12730,Not Useful,900,FALSE
322,6622,Not Useful,800,TRUE
278,27636,Expensive,500,TRUE
146,7752,Expensive,900,TRUE
351,18113,Expensive,800,FALSE
2,196,Expensive,600,TRUE
101,7306,Expensive,600,FALSE
179,14278,Expensive,700,TRUE
55,3320,Unhappy,900,FALSE
19,410,Expensive,900,TRUE
42,3231,Unhappy,500,FALSE
123,8573,Expensive,900,FALSE
352,17471,Not Useful,800,TRUE
207,17338,Expensive,900,TRUE
226,4704,Expensive,600,TRUE
5,477,Not Useful,500,FALSE
320,29715,Not Useful,500,TRUE
310,20649,Unhappy,600,TRUE
173,9175,Expensive,600,TRUE
354,8529,Unhappy,500,TRUE
323,22701,Unhappy,500,TRUE
297,23236,Not Useful,600,TRUE
263,10668,Unhappy,800,TRUE
344,9929,Not Useful,900,TRUE
285,16328,Expensive,700,TRUE
58,2461,Expensive,500,TRUE
14,1118,Not Useful,900,FALSE
347,18452,Expensive,500,FALSE
97,7006,Not Useful,700,TRUE
60,2209,Unhappy,900,FALSE
298,10446,Expensive,800,TRUE
106,8155,Others,600,TRUE
212,5726,Expensive,700,FALSE
306,20063,Expensive,600,FALSE
20,416,Expensive,700,FALSE
359,21810,Unhappy,600,TRUE
291,16909,Not Useful,900,FALSE
50,1726,Expensive,700,TRUE
270,7995,Not Useful,600,TRUE
338,31568,Not Useful,600,TRUE
45,2843,Others,500,TRUE
83,7804,Unhappy,800,TRUE
221,8792,Others,500,TRUE
181,5932,Others,800,FALSE
241,23388,Not Useful,600,FALSE
150,6791,Expensive,800,FALSE
94,8868,Unhappy,600,TRUE
317,24910,Others,800,FALSE
136,5161,Not Useful,900,TRUE
41,3535,Expensive,800,TRUE
197,16010,Not Useful,900,FALSE
298,11965,Not Useful,800,TRUE
171,7518,Not Useful,800,FALSE
269,20806,Expensive,900,TRUE
49,3837,Expensive,700,FALSE
33,2955,Expensive,800,FALSE
32,2566,Not Useful,900,TRUE
123,4295,Unhappy,500,TRUE
117,3923,Unhappy,900,FALSE
248,9301,Others,700,TRUE
252,7089,Others,700,FALSE
280,16358,Others,700,TRUE
328,21464,Others,900,FALSE
281,7275,Not Useful,800,FALSE
23,754,Expensive,700,TRUE
131,12556,Not Useful,600,TRUE
129,8999,Others,500,TRUE
264,15875,Others,800,TRUE
222,12331,Expensive,900,FALSE
242,14870,Unhappy,900,TRUE
272,7407,Others,500,TRUE
253,8671,Expensive,800,TRUE
7,219,Not Useful,500,TRUE
148,9452,Others,700,TRUE
85,3570,Not Useful,600,FALSE
2,115,Unhappy,700,FALSE
341,33999,Not Useful,800,TRUE
115,10498,Others,900,FALSE
328,10092,Expensive,700,TRUE
44,2934,Unhappy,600,TRUE
78,6623,Others,800,TRUE
265,12974,Expensive,500,TRUE
44,1484,Others,700,TRUE
12,364,Unhappy,700,TRUE
83,4871,Unhappy,600,TRUE
2,177,Unhappy,700,TRUE
319,17007,Expensive,600,TRUE
247,5426,Expensive,500,TRUE
220,13211,Unhappy,900,FALSE
264,13932,Expensive,900,FALSE
1,46,Unhappy,700,FALSE
67,1778,Not Useful,900,FALSE
46,4538,Expensive,700,FALSE
210,8222,Not Useful,600,FALSE
48,1086,Expensive,900,TRUE
143,8564,Others,600,FALSE
235,18240,Expensive,800,FALSE
347,29162,Expensive,800,TRUE
90,8108,Unhappy,700,FALSE
327,32006,Others,500,TRUE
190,12677,Others,700,TRUE
37,3471,Expensive,800,FALSE
329,29702,Not Useful,600,TRUE
350,26189,Expensive,500,TRUE
163,6787,Not Useful,800,FALSE
65,5103,Unhappy,500,TRUE
292,26258,Expensive,900,TRUE
207,15949,Unhappy,900,TRUE
95,6183,Unhappy,600,TRUE
288,28039,Expensive,700,FALSE
162,7019,Expensive,900,TRUE
12,241,Not Useful,600,FALSE
269,12171,Unhappy,700,TRUE
308,6361,Expensive,800,FALSE
51,2969,Unhappy,600,TRUE
325,10600,Expensive,500,TRUE
236,12398,Others,500,TRUE
97,8115,Unhappy,800,TRUE
173,10112,Others,700,TRUE
184,5784,Expensive,800,TRUE
250,16805,Expensive,600,TRUE
105,3700,Expensive,700,TRUE
32,966,Unhappy,500,TRUE
250,16834,Expensive,600,FALSE
311,24193,Expensive,900,FALSE
77,6965,Unhappy,900,FALSE
198,15912,Expensive,800,TRUE
90,5975,Expensive,900,TRUE
271,22933,Unhappy,900,TRUE
230,16583,Expensive,500,TRUE
104,8284,Unhappy,500,FALSE
309,11351,Unhappy,700,TRUE
192,6184,Expensive,700,FALSE
245,22587,Unhappy,500,FALSE
55,4852,Unhappy,600,TRUE
106,2194,Unhappy,700,TRUE
285,27588,Unhappy,700,FALSE
320,27850,Unhappy,600,TRUE
361,30771,Unhappy,700,TRUE
345,8027,Expensive,800,TRUE
42,2236,Expensive,700,TRUE
268,8300,Expensive,700,TRUE
160,7526,Unhappy,700,TRUE
175,9223,Expensive,700,FALSE
35,2679,Expensive,700,TRUE
303,6612,Not Useful,500,TRUE
313,21138,Expensive,900,TRUE
165,6699,Others,600,TRUE
338,33583,Unhappy,700,TRUE
101,6975,Not Useful,600,TRUE
363,30095,Unhappy,800,TRUE
208,8258,Unhappy,900,FALSE
19,1656,Expensive,600,TRUE
85,3855,Unhappy,600,TRUE
110,2295,Expensive,900,TRUE
101,3918,Not Useful,600,TRUE
341,27116,Not Useful,600,FALSE
304,29763,Unhappy,900,FALSE
225,19080,Expensive,800,TRUE
48,3299,Unhappy,500,TRUE
311,12794,Unhappy,700,FALSE
41,2911,Not Useful,700,TRUE
299,24462,Unhappy,800,FALSE
94,9374,Not Useful,800,TRUE
63,2379,Not Useful,800,FALSE
72,4787,Expensive,600,TRUE
124,8875,Unhappy,800,TRUE
105,7635,Expensive,700,TRUE
40,885,Unhappy,700,TRUE
35,1442,Others,800,FALSE
307,27196,Expensive,800,FALSE
306,16626,Unhappy,600,TRUE
40,1273,Unhappy,600,TRUE
357,24951,Not Useful,800,FALSE
360,29964,Expensive,500,TRUE
223,9409,Unhappy,700,FALSE
169,8761,Not Useful,700,TRUE
128,12493,Others,800,FALSE
67,5070,Expensive,800,TRUE
255,17704,Unhappy,600,TRUE
305,12806,Expensive,800,TRUE
148,4078,Not Useful,800,FALSE
41,1775,Unhappy,500,TRUE
14,571,Unhappy,800,FALSE
1,53,Unhappy,700,FALSE
361,14200,Expensive,500,TRUE
33,2868,Others,900,TRUE
68,3968,Unhappy,600,TRUE
256,5562,Expensive,900,FALSE
209,13561,Not Useful,600,TRUE
2,50,Expensive,900,FALSE
232,21687,Expensive,800,FALSE
333,31327,Expensive,900,TRUE
303,16246,Others,500,TRUE
151,13768,Not Useful,700,TRUE
260,25050,Unhappy,800,FALSE
67,6528,Unhappy,800,FALSE
36,2178,Others,500,FALSE
58,1927,Expensive,500,TRUE
313,17365,Unhappy,700,FALSE
120,8246,Expensive,900,TRUE
160,14364,Unhappy,800,TRUE
322,9548,Unhappy,500,FALSE
174,14484,Not Useful,500,TRUE
94,3420,Unhappy,600,FALSE
286,10274,Expensive,700,FALSE
73,2855,Others,900,TRUE
8,178,Expensive,800,FALSE
41,2569,Unhappy,900,FALSE
9,344,Unhappy,500,TRUE
176,15684,Expensive,800,TRUE
92,1875,Unhappy,500,TRUE
282,14052,Expensive,900,FALSE
322,25350,Not Useful,600,TRUE
230,21695,Unhappy,800,TRUE
77,4220,Others,700,FALSE
98,9566,Unhappy,600,TRUE
81,3646,Others,700,FALSE
79,2353,Expensive,900,FALSE
69,2847,Expensive,700,TRUE
255,18332,Not Useful,600,TRUE
49,2253,Expensive,500,FALSE
139,10746,Expensive,800,FALSE
73,3872,Others,500,TRUE
231,22731,Expensive,500,TRUE
54,2045,Expensive,800,TRUE
109,6993,Unhappy,900,FALSE
362,20356,Expensive,500,TRUE
147,9062,Not Useful,900,TRUE
231,22798,Others,600,TRUE
256,16690,Expensive,900,FALSE
172,15140,Not Useful,900,TRUE
147,5353,Unhappy,600,TRUE
96,7101,Expensive,500,TRUE
300,22168,Not Useful,600,TRUE
262,15961,Unhappy,600,TRUE
247,14978,Unhappy,800,TRUE
64,3858,Expensive,500,TRUE
145,5115,Unhappy,800,TRUE
270,22845,Unhappy,900,FALSE
240,15463,Others,800,TRUE
251,6828,Unhappy,900,FALSE
150,13414,Expensive,600,TRUE
279,5687,Not Useful,700,TRUE
24,1789,Unhappy,800,FALSE
72,4403,Expensive,800,TRUE
169,8983,Unhappy,900,FALSE
72,5602,Unhappy,500,TRUE
171,8683,Others,500,TRUE
149,3190,Expensive,700,TRUE
75,1592,Expensive,600,FALSE
221,8571,Unhappy,900,FALSE
217,10586,Expensive,800,TRUE
96,3380,Not Useful,900,FALSE
198,11582,Expensive,800,TRUE
231,14324,Not Useful,800,TRUE
114,9985,Expensive,700,TRUE
101,7512,Not Useful,600,TRUE
273,24042,Unhappy,500,FALSE
172,12075,Expensive,700,FALSE
278,13547,Unhappy,800,TRUE
144,10870,Unhappy,700,TRUE
228,16306,Unhappy,600,TRUE
361,30869,Unhappy,800,TRUE
85,5777,Expensive,600,TRUE
238,7006,Unhappy,500,TRUE
8,169,Unhappy,800,TRUE
67,3933,Expensive,800,TRUE
286,13679,Not Useful,500,TRUE
268,25533,Unhappy,600,TRUE
128,9675,Unhappy,500,TRUE
275,24740,Expensive,700,FALSE
318,6972,Not Useful,500,TRUE
17,769,Unhappy,900,TRUE
313,22148,Others,900,FALSE
15,1494,Expensive,500,FALSE
22,2084,Unhappy,600,TRUE
122,9293,Unhappy,900,TRUE
6,487,Others,700,FALSE
167,8213,Unhappy,600,TRUE
194,8532,Others,800,TRUE
164,9612,Not Useful,600,TRUE
197,18564,Expensive,900,FALSE
269,12655,Others,700,TRUE
143,13535,Expensive,900,TRUE
108,6006,Unhappy,700,FALSE
72,4479,Expensive,900,FALSE
23,2167,Not Useful,900,FALSE
288,17332,Unhappy,500,TRUE
342,11567,Unhappy,800,FALSE
334,17732,Expensive,800,TRUE
178,10540,Not Useful,700,TRUE
269,23272,Expensive,800,TRUE
48,2157,Others,800,TRUE
136,6725,Not Useful,800,FALSE
252,18148,Unhappy,500,FALSE
196,11225,Not Useful,500,TRUE
291,20287,Expensive,600,FALSE
319,6392,Expensive,600,TRUE
291,19457,Not Useful,900,TRUE
315,27806,Not Useful,500,TRUE
16,1295,Unhappy,600,TRUE
358,10522,Not Useful,500,TRUE
78,3485,Unhappy,500,TRUE
59,4153,Expensive,800,TRUE
79,7339,Not Useful,700,FALSE
313,23838,Expensive,600,TRUE
276,14139,Unhappy,600,TRUE
326,12842,Others,900,FALSE
134,2873,Not Useful,800,TRUE
218,7063,Expensive,900,FALSE
80,5826,Others,600,TRUE
351,14792,Expensive,600,TRUE
318,15724,Expensive,500,TRUE
35,1405,Unhappy,600,FALSE
109,10409,Not Useful,500,TRUE
233,8868,Not Useful,600,FALSE
340,10863,Expensive,600,TRUE
347,8868,Others,700,FALSE
178,5937,Unhappy,700,FALSE
354,11453,Not Useful,600,TRUE
196,8472,Others,800,TRUE
342,17688,Unhappy,800,TRUE
108,8751,Expensive,800,TRUE
118,6801,Expensive,900,FALSE
267,13870,Expensive,700,FALSE
259,9043,Expensive,800,TRUE
117,9845,Expensive,500,FALSE
358,21955,Expensive,500,TRUE
302,23925,Expensive,900,FALSE
50,4612,Expensive,700,FALSE
268,21906,Unhappy,500,TRUE
316,7994,Unhappy,700,FALSE
95,9282,Not Useful,600,TRUE
46,1044,Others,700,FALSE
300,11676,Expensive,500,FALSE
256,10953,Not Useful,600,TRUE
218,5952,Others,900,FALSE
253,22453,Not Useful,800,TRUE
10,543,Others,900,TRUE
259,20097,Others,600,TRUE
344,30218,Unhappy,600,TRUE
240,14653,Unhappy,500,FALSE
307,14408,Unhappy,600,TRUE
274,18685,Others,700,FALSE
354,22739,Unhappy,600,TRUE
283,9985,Expensive,900,FALSE
11,931,Not Useful,600,TRUE
335,22299,Expensive,500,TRUE
292,8100,Others,800,FALSE
278,18937,Not Useful,600,TRUE
95,6981,Not Useful,500,TRUE
38,1709,Not Useful,900,FALSE
209,8927,Unhappy,600,TRUE
346,11981,Unhappy,700,TRUE
111,10328,Expensive,700,TRUE
77,2080,Expensive,900,FALSE
4,376,Others,700,FALSE
250,18077,Expensive,800,FALSE
324,10120,Expensive,800,TRUE
59,2291,Others,500,FALSE
203,18632,Unhappy,500,TRUE
341,32467,Others,700,TRUE
268,13431,Unhappy,500,TRUE
28,1351,Others,700,FALSE
349,8988,Not Useful,900,FALSE
158,12353,Unhappy,900,FALSE
332,10874,Expensive,600,TRUE
5,258,Expensive,600,TRUE
66,5243,Not Useful,900,TRUE
229,5753,Expensive,700,TRUE
295,11835,Unhappy,800,FALSE
265,8040,Expensive,700,TRUE
219,8546,Unhappy,600,TRUE
267,9736,Expensive,500,TRUE
120,9148,Expensive,900,TRUE
206,7515,Not Useful,900,TRUE
228,10969,Expensive,700,TRUE
159,10617,Unhappy,500,TRUE
337,16225,Expensive,500,TRUE
281,7085,Others,700,TRUE
158,7953,Unhappy,600,TRUE
104,5140,Expensive,700,TRUE
107,5837,Unhappy,700,TRUE
224,17193,Expensive,600,TRUE
66,4752,Expensive,600,TRUE
178,10936,Expensive,700,TRUE
336,23875,Expensive,900,TRUE
306,12803,Expensive,800,TRUE
12,764,Expensive,900,TRUE
126,5532,Not Useful,500,FALSE
283,22107,Unhappy,900,FALSE
257,19693,Not Useful,700,TRUE
165,7857,Unhappy,700,FALSE
245,20074,Not Useful,900,FALSE
327,20853,Expensive,600,TRUE
7,552,Unhappy,600,TRUE
17,1572,Expensive,600,FALSE
52,3704,Expensive,500,TRUE
123,3584,Not Useful,500,TRUE
330,13049,Expensive,800,TRUE
71,4630,Not Useful,700,TRUE
326,24915,Unhappy,600,TRUE
311,14957,Unhappy,700,FALSE
267,7956,Not Useful,800,TRUE
92,4955,Not Useful,600,TRUE
310,10732,Unhappy,600,TRUE
292,15369,Expensive,600,TRUE
355,19157,Expensive,900,FALSE
229,13073,Unhappy,900,TRUE
272,13898,Unhappy,800,TRUE
44,3734,Not Useful,500,TRUE
51,2439,Expensive,900,FALSE
91,8473,Not Useful,800,TRUE
345,30574,Expensive,700,FALSE
89,7891,Others,600,TRUE
121,3930,Not Useful,900,FALSE
128,4833,Others,700,FALSE
236,7960,Others,600,FALSE
219,13129,Expensive,800,TRUE
66,3160,Unhappy,900,FALSE
136,4038,Unhappy,500,TRUE
152,9228,Expensive,700,FALSE
308,27341,Unhappy,600,FALSE
253,5819,Unhappy,800,TRUE
276,9145,Expensive,600,TRUE
116,4826,Unhappy,900,FALSE
176,17533,Others,600,TRUE
260,11787,Unhappy,800,TRUE
5,425,Expensive,600,TRUE
134,12049,Not Useful,900,FALSE
121,5076,Expensive,900,FALSE
111,5098,Unhappy,800,TRUE
319,20829,Expensive,600,TRUE
359,10314,Expensive,500,TRUE
94,6456,Expensive,500,TRUE
358,7925,Not Useful,700,FALSE
77,2874,Unhappy,800,FALSE
278,17262,Not Useful,600,TRUE
238,6178,Expensive,500,TRUE
181,11628,Expensive,900,FALSE
35,2277,Unhappy,900,TRUE
324,31540,Not Useful,800,TRUE
265,8992,Expensive,600,FALSE
67,4687,Not Useful,600,TRUE
107,8696,Unhappy,600,FALSE
299,24602,Unhappy,800,TRUE
331,13001,Unhappy,500,TRUE
181,6545,Expensive,900,FALSE
222,5788,Others,500,TRUE
132,5102,Not Useful,600,FALSE
179,4533,Expensive,900,FALSE
349,22967,Unhappy,500,TRUE
123,4739,Unhappy,900,FALSE
293,28480,Expensive,700,FALSE
77,2469,Unhappy,600,TRUE
130,5575,Unhappy,800,FALSE
256,18203,Expensive,700,FALSE
293,10277,Expensive,900,TRUE
167,15769,Unhappy,900,FALSE
287,12983,Not Useful,700,TRUE
165,13874,Not Useful,500,TRUE
275,11521,Expensive,600,TRUE
45,3323,Others,600,TRUE
130,11157,Expensive,600,TRUE
306,18196,Unhappy,900,TRUE
193,4001,Unhappy,500,TRUE
154,9154,Expensive,900,TRUE
320,20664,Not Useful,900,TRUE
293,20884,Expensive,800,FALSE
351,33488,Unhappy,600,TRUE
331,27447,Not Useful,500,TRUE
2,188,Unhappy,500,FALSE
306,30388,Expensive,700,FALSE
58,4620,Unhappy,700,TRUE
207,19168,Unhappy,700,FALSE
4,325,Unhappy,900,FALSE
255,14761,Unhappy,500,TRUE
214,16259,Not Useful,800,FALSE
344,30159,Expensive,500,TRUE
228,9557,Expensive,900,TRUE
362,29679,Not Useful,900,TRUE
55,3304,Expensive,500,TRUE
352,27050,Expensive,700,TRUE
18,1784,Unhappy,900,TRUE
91,4839,Expensive,900,FALSE
293,21542,Not Useful,600,FALSE
66,5935,Others,600,FALSE
5,449,Expensive,900,FALSE
346,11042,Expensive,500,TRUE
236,13706,Expensive,900,FALSE
348,34304,Expensive,900,TRUE
57,3152,Not Useful,500,FALSE
290,13876,Not Useful,900,FALSE
199,12480,Others,700,FALSE
128,3431,Expensive,900,TRUE
318,20565,Expensive,800,TRUE
39,1630,Expensive,700,FALSE
249,23077,Expensive,900,TRUE
99,8947,Expensive,800,TRUE
188,13119,Expensive,700,TRUE
87,8214,Expensive,800,FALSE
107,3185,Not Useful,700,TRUE
269,5569,Unhappy,900,TRUE
237,21895,Unhappy,900,FALSE
314,10308,Unhappy,500,TRUE
323,31263,Expensive,700,TRUE
83,3088,Not Useful,700,TRUE
55,1277,Not Useful,600,FALSE
265,21724,Not Useful,900,TRUE
84,3223,Expensive,700,TRUE
91,2064,Not Useful,900,TRUE
43,3205,Not Useful,800,FALSE
249,14512,Expensive,800,TRUE
284,16356,Expensive,700,FALSE
250,21745,Not Useful,800,TRUE
74,2800,Expensive,600,TRUE
5,322,Not Useful,600,TRUE
143,5844,Not Useful,900,FALSE
83,4551,Expensive,500,TRUE
48,4698,Unhappy,800,TRUE
308,10120,Others,800,TRUE
317,26013,Expensive,600,TRUE
240,22845,Unhappy,800,TRUE
355,11997,Not Useful,900,TRUE
107,8913,Expensive,800,FALSE
17,883,Expensive,500,TRUE
182,10190,Others,900,TRUE
40,2450,Not Useful,800,TRUE
205,5202,Others,800,FALSE
326,17837,Expensive,900,FALSE
197,17985,Others,700,TRUE
184,12113,Not Useful,500,TRUE
50,2489,Expensive,700,TRUE
156,8059,Expensive,900,FALSE
146,8295,Others,700,FALSE
295,22060,Others,800,TRUE
353,24405,Unhappy,600,TRUE
100,3791,Not Useful,500,FALSE
171,5275,Expensive,700,FALSE
194,11875,Others,800,TRUE
239,9945,Not Useful,900,TRUE
133,9242,Expensive,700,TRUE
191,12018,Expensive,700,TRUE
102,4133,Not Useful,700,TRUE
176,16032,Unhappy,500,TRUE
21,2056,Expensive,500,TRUE
185,6928,Unhappy,700,FALSE
55,3412,Others,800,FALSE
53,1649,Expensive,500,FALSE
11,810,Others,500,TRUE
364,22463,Expensive,800,FALSE
128,8606,Not Useful,800,TRUE
358,19331,Not Useful,600,TRUE
228,11097,Expensive,500,FALSE
254,13053,Not Useful,500,TRUE
38,3324,Not Useful,900,TRUE
26,1885,Not Useful,500,TRUE
161,15462,Expensive,800,FALSE
227,22634,Not Useful,500,TRUE
172,10051,Unhappy,900,FALSE
94,4942,Unhappy,700,FALSE
197,10660,Unhappy,800,TRUE
351,33234,Not Useful,500,FALSE
173,5831,Not Useful,800,FALSE
306,18724,Unhappy,800,TRUE
63,5881,Others,800,TRUE
362,21096,Unhappy,800,TRUE
360,22047,Unhappy,600,TRUE
54,1482,Unhappy,500,TRUE
304,26817,Others,800,TRUE
138,13269,Others,600,FALSE
306,18185,Expensive,500,TRUE
139,13595,Not Useful,700,FALSE
49,3916,Expensive,800,TRUE
